Datetime,Consommation,Regions,Nature,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep
2021-01-17,436255.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,17,3.56,8.26,0.63,0.71,3.84,95.37,3.96,97.43,0.25,1.5,-1.15,2.65,316.2,4.07,2.59,83
2021-01-18,480940.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,18,4.85,8.38,0.63,0.7,0.1,95.78,3.39,91.84,-0.84,2.44,-3.57,6.01,349.5,2.06,1.24,83
2021-01-19,490746.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,19,8.45,8.68,0.64,0.7,0.0,95.11,3.23,84.27,-0.55,5.14,-4.99,10.13,195.8,4.4,2.65,83
2021-01-20,462608.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,20,6.06,7.99,0.64,0.71,0.22,94.02,5.42,92.22,5.18,7.54,0.96,6.58,174.9,10.93,7.28,83
2021-01-21,433684.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,21,3.69,8.36,0.64,0.71,1.9,93.58,5.97,91.0,6.7,8.61,4.86,3.75,186.0,8.79,5.87,83
2021-01-22,427276.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,22,1.71,8.44,0.65,0.74,12.28,92.92,5.32,93.94,4.36,7.66,0.71,6.95,242.2,6.3,4.15,83
2021-01-23,413552.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,23,3.81,8.49,0.66,0.72,1.13,93.16,4.28,90.31,2.07,6.96,-1.55,8.51,241.3,4.59,2.85,83
2021-01-24,404935.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,24,8.07,9.35,0.66,0.72,1.32,93.48,3.42,84.45,0.24,4.24,-2.91,7.15,266.7,3.01,1.89,83
2021-01-25,466224.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,25,5.08,9.23,0.66,0.71,0.46,94.01,3.47,89.0,-0.29,2.79,-2.7,5.49,304.7,4.37,2.78,83
2021-01-26,475408.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,26,8.39,9.53,0.65,0.71,0.03,95.22,2.95,83.32,-1.29,2.06,-4.39,6.45,357.4,2.03,1.25,83
2021-01-27,482393.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,27,3.93,9.25,0.65,0.72,2.49,94.92,4.47,94.33,1.88,5.14,-1.29,6.43,261.4,2.55,1.38,83
2021-01-28,454668.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,28,2.83,8.94,0.66,0.73,3.19,94.66,6.6,94.97,7.65,11.1,2.4,8.7,260.5,4.83,3.02,83
2021-01-29,415656.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,29,6.13,9.64,0.67,0.73,3.66,94.29,5.96,86.38,7.64,10.03,4.59,5.44,265.9,5.73,3.72,83
2021-01-30,391673.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,30,2.0,9.15,0.67,0.74,6.14,93.42,5.26,93.01,4.54,7.66,2.59,5.07,220.9,3.49,2.01,83
2021-01-31,370632.0,Auvergne-Rhône-Alpes,Données définitives,2021,1,31,6.5,9.76,0.67,0.73,1.77,93.03,5.52,93.61,5.09,8.92,1.83,7.09,249.1,2.74,1.58,83
2021-02-01,418906.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,1,3.47,9.78,0.68,0.75,7.33,93.16,6.06,95.45,6.17,8.57,4.53,4.04,259.3,3.58,2.13,83
2021-02-02,419630.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,2,3.47,9.5,0.69,0.75,3.76,94.18,6.69,94.79,7.78,12.06,4.39,7.67,220.5,3.59,2.14,83
2021-02-03,402635.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,3,4.31,9.8,0.69,0.74,0.61,94.14,6.26,92.53,7.08,12.19,1.73,10.46,204.0,5.72,3.63,83
2021-02-04,412050.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,4,4.91,9.7,0.68,0.74,0.01,94.45,5.61,90.1,5.92,11.41,1.38,10.03,181.3,2.94,1.71,83
2021-02-05,404265.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,5,5.17,9.4,0.68,0.74,0.1,94.25,6.4,94.31,7.04,11.97,4.22,7.75,189.5,3.87,2.24,83
2021-02-06,365398.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,6,4.03,7.25,0.68,0.74,2.69,93.39,6.3,87.05,8.2,13.37,4.2,9.17,180.3,5.53,3.5,83
2021-02-07,358552.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,7,6.41,10.97,0.69,0.75,2.82,93.13,4.53,85.72,3.64,6.68,-0.03,6.71,280.3,3.6,2.28,83
2021-02-08,423503.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,8,6.8,11.08,0.68,0.74,0.57,92.83,4.47,89.24,2.86,7.64,-1.71,9.35,241.8,2.02,1.19,83
2021-02-09,436361.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,9,5.12,11.11,0.68,0.74,2.97,93.07,4.86,90.06,3.9,9.15,0.26,8.89,190.9,2.47,1.55,83
2021-02-10,435526.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,10,6.8,11.52,0.69,0.75,1.96,93.61,4.45,90.44,2.55,7.12,-3.5,10.62,304.2,4.25,2.83,83
2021-02-11,467781.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,11,6.52,12.06,0.69,0.74,0.06,94.93,2.54,86.49,-3.63,-0.24,-6.07,5.83,10.6,2.22,1.51,83
2021-02-12,484535.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,12,4.62,11.67,0.69,0.74,5.06,94.87,3.04,93.06,-2.5,0.17,-4.1,4.27,34.6,2.42,1.7,83
2021-02-13,466339.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,13,5.92,12.31,0.69,0.74,0.53,95.65,2.36,87.69,-4.65,-1.91,-6.43,4.52,344.3,2.86,1.99,83
2021-02-14,443403.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,14,11.67,12.28,0.69,0.74,0.0,96.16,2.83,82.66,-1.84,4.65,-8.15,12.8,185.2,4.82,3.15,83
2021-02-15,466458.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,15,9.65,12.27,0.69,0.74,0.0,96.12,3.66,83.64,1.38,6.64,-1.81,8.45,187.6,6.98,4.62,83
2021-02-16,442731.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,16,8.86,12.58,0.69,0.74,0.09,95.45,4.96,94.51,3.64,8.36,0.14,8.22,196.8,6.49,4.24,83
2021-02-17,416804.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,17,12.78,13.26,0.69,0.74,0.03,95.28,4.49,80.52,5.03,11.81,0.81,11.0,206.8,2.06,1.04,83
2021-02-18,421384.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,18,6.35,11.77,0.68,0.74,0.12,94.85,5.68,90.61,6.24,10.38,2.04,8.34,184.9,7.78,5.16,83
2021-02-19,395767.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,19,11.33,12.27,0.68,0.73,0.03,95.0,5.81,88.35,7.11,11.43,3.91,7.52,185.4,6.4,4.25,83
2021-02-20,353419.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,20,12.65,13.43,0.68,0.73,0.01,94.93,5.96,86.06,7.78,11.47,4.9,6.57,180.2,9.39,6.3,83
2021-02-21,336673.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,21,13.79,13.87,0.67,0.72,0.0,94.78,5.89,79.94,8.71,13.49,5.54,7.95,177.0,8.92,5.93,83
2021-02-22,376703.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,22,8.25,10.22,0.67,0.72,0.26,95.22,5.9,79.91,8.73,12.62,5.92,6.7,175.2,6.17,3.95,83
2021-02-23,370389.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,23,10.93,11.51,0.67,0.72,0.03,96.41,6.74,90.84,8.67,14.91,4.2,10.71,180.7,4.11,2.4,83
2021-02-24,372733.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,24,13.53,13.55,0.67,0.72,0.01,96.34,6.1,85.82,8.48,15.79,3.45,12.34,182.8,4.76,2.94,83
2021-02-25,368474.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,25,14.25,14.29,0.66,0.71,0.0,96.06,5.03,78.21,7.1,14.61,1.5,13.11,196.9,4.42,2.62,83
2021-02-26,369768.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,26,12.77,13.69,0.66,0.72,0.41,96.15,6.3,90.16,7.82,13.89,3.17,10.72,339.9,3.88,2.52,83
2021-02-27,352726.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,27,5.97,14.03,0.66,0.72,0.61,95.96,4.63,88.55,3.9,7.41,0.03,7.38,355.3,7.29,4.9,83
2021-02-28,344509.0,Auvergne-Rhône-Alpes,Données définitives,2021,2,28,13.98,14.23,0.66,0.71,0.01,95.89,4.39,82.62,4.37,12.47,-0.96,13.43,158.3,2.2,1.39,83
2021-03-01,389775.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,1,14.84,14.85,0.66,0.71,0.0,95.87,4.76,79.73,6.1,13.42,1.1,12.32,169.0,2.95,1.7,83
2021-03-02,391348.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,2,10.18,12.18,0.65,0.71,0.0,96.07,4.79,82.28,5.81,12.3,0.62,11.68,179.5,3.88,2.21,83
2021-03-03,399041.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,3,4.72,11.79,0.65,0.71,0.0,95.99,5.02,79.87,6.91,13.16,2.93,10.23,200.0,2.99,1.71,83
2021-03-04,387344.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,4,13.47,14.08,0.65,0.71,0.26,95.32,5.91,88.73,7.15,12.53,2.45,10.08,286.1,2.11,1.23,83
2021-03-05,386969.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,5,8.88,15.18,0.65,0.71,0.22,95.15,5.11,90.97,4.76,8.33,0.25,8.08,359.2,3.98,2.7,83
2021-03-06,357794.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,6,11.27,15.11,0.65,0.7,0.07,95.44,4.42,84.6,3.84,11.2,-1.07,12.27,106.7,2.29,1.41,83
2021-03-07,345328.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,7,8.71,14.08,0.65,0.71,1.86,95.21,5.39,92.49,4.93,8.49,0.97,7.52,237.7,1.95,1.06,83
2021-03-08,388546.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,8,10.06,16.1,0.65,0.7,0.52,94.85,4.43,83.7,4.04,9.24,-1.67,10.91,357.5,3.38,2.14,83
2021-03-09,406593.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,9,15.8,16.73,0.64,0.7,0.0,94.92,3.46,81.4,1.2,7.4,-4.17,11.57,339.0,3.93,2.41,83
2021-03-10,405192.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,10,16.96,17.56,0.64,0.7,0.09,95.11,4.09,77.57,4.07,10.64,-2.46,13.1,278.0,2.09,1.22,83
2021-03-11,394869.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,11,6.31,16.18,0.64,0.7,1.51,94.8,5.88,84.39,7.71,13.05,3.36,9.69,224.0,5.44,3.53,83
2021-03-12,381809.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,12,13.58,17.89,0.64,0.69,0.35,94.9,4.55,81.07,5.02,9.79,1.06,8.73,272.6,3.21,1.95,83
2021-03-13,352696.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,13,10.99,17.34,0.64,0.69,1.11,94.62,4.91,82.71,5.47,10.15,0.21,9.94,242.5,6.04,3.9,83
2021-03-14,357350.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,14,10.56,18.68,0.64,0.69,1.65,95.02,3.99,80.31,3.26,7.12,0.73,6.39,300.4,5.39,3.54,83
2021-03-15,424248.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,15,4.98,17.42,0.64,0.71,5.12,95.15,4.96,93.1,3.95,7.71,0.85,6.86,306.5,5.9,3.88,83
2021-03-16,420166.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,16,13.51,18.92,0.64,0.7,2.04,95.59,4.41,84.35,3.99,7.88,0.7,7.18,342.6,4.74,3.17,83
2021-03-17,438692.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,17,6.58,18.76,0.64,0.71,3.83,95.35,4.81,89.77,4.16,7.03,1.65,5.38,340.9,7.04,4.74,83
2021-03-18,445274.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,18,10.15,19.07,0.64,0.7,0.48,95.15,3.51,84.04,0.81,4.08,-1.75,5.83,356.9,5.81,3.87,83
2021-03-19,441386.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,19,13.11,18.86,0.64,0.69,0.29,94.66,3.42,79.93,1.3,5.48,-2.03,7.51,6.3,5.56,3.72,83
2021-03-20,404078.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,20,16.9,19.54,0.64,0.69,0.02,95.28,3.0,77.36,0.15,5.25,-3.55,8.8,7.3,7.57,5.06,83
2021-03-21,386286.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,21,17.48,19.87,0.63,0.68,0.12,95.2,3.57,79.85,1.54,6.75,-4.05,10.8,351.9,6.83,4.55,83
2021-03-22,422629.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,22,15.42,20.08,0.63,0.68,0.06,95.2,3.96,83.52,2.62,7.37,-0.65,8.02,357.5,7.07,4.73,83
2021-03-23,415221.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,23,19.93,20.38,0.63,0.68,0.03,95.48,4.0,81.77,3.18,9.69,-1.79,11.48,356.1,3.24,2.14,83
2021-03-24,396121.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,24,20.65,20.7,0.62,0.67,0.0,95.48,4.41,68.82,7.46,15.02,0.57,14.45,341.7,1.57,0.97,83
2021-03-25,380513.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,25,19.55,20.45,0.62,0.67,0.0,95.38,5.42,80.84,7.42,14.83,1.11,13.72,323.0,2.8,1.59,83
2021-03-26,367923.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,26,16.68,19.32,0.62,0.67,3.41,95.17,6.33,85.11,8.96,16.7,3.38,13.32,202.8,3.8,2.51,83
2021-03-27,325840.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,27,20.09,21.91,0.62,0.67,0.3,95.87,4.23,73.14,5.7,10.68,0.98,9.7,333.9,3.25,2.06,83
2021-03-28,321048.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,28,21.63,21.72,0.61,0.66,0.0,96.1,4.14,63.9,7.71,16.8,0.18,16.62,143.6,1.44,0.81,83
2021-03-29,345461.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,29,21.2,21.32,0.61,0.65,0.0,96.22,5.24,67.14,10.14,18.7,2.7,16.0,183.3,3.16,1.74,83
2021-03-30,333390.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,30,21.26,21.28,0.6,0.65,0.0,96.03,5.84,68.47,11.43,20.73,3.06,17.67,187.8,3.58,1.98,83
2021-03-31,326429.0,Auvergne-Rhône-Alpes,Données définitives,2021,3,31,20.77,21.27,0.6,0.64,0.0,95.56,5.8,63.97,12.19,20.47,5.43,15.04,187.8,4.05,2.32,83
2021-04-01,325570.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,1,21.99,22.1,0.59,0.63,0.0,95.11,5.32,57.51,12.56,20.86,4.5,16.36,178.5,3.09,1.79,83
2021-04-02,315524.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,2,21.12,21.19,0.59,0.62,0.0,94.87,6.45,68.74,12.22,19.11,4.53,14.58,355.4,3.81,2.47,83
2021-04-03,292362.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,3,22.14,22.77,0.58,0.62,0.02,94.92,4.32,76.97,5.13,10.17,1.02,9.15,0.4,7.43,4.94,83
2021-04-04,294427.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,4,22.49,22.61,0.58,0.62,0.0,95.07,4.0,74.34,4.82,11.86,-1.19,13.05,352.1,4.63,2.95,83
2021-04-05,299044.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,5,20.19,22.78,0.58,0.61,0.35,94.68,4.69,71.41,7.72,15.92,-0.05,15.97,321.3,4.16,2.68,83
2021-04-06,368284.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,6,19.89,24.6,0.57,0.61,0.07,94.7,2.56,67.74,-0.21,3.96,-4.33,8.29,352.3,5.85,3.88,83
2021-04-07,397566.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,7,21.75,24.57,0.57,0.61,0.11,95.37,2.57,65.78,0.5,5.72,-3.41,9.13,356.2,4.17,2.8,83
2021-04-08,394210.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,8,24.38,24.47,0.57,0.6,0.0,95.42,2.98,52.84,5.47,13.91,-1.59,15.5,162.6,1.86,1.15,83
2021-04-09,362991.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,9,20.88,23.46,0.56,0.6,0.1,95.02,5.15,74.83,7.98,14.06,3.17,10.89,188.0,7.55,5.02,83
2021-04-10,318348.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,10,11.52,21.56,0.56,0.59,0.22,94.61,5.8,78.64,8.79,13.02,5.23,7.79,189.8,6.66,4.4,83
2021-04-11,307908.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,11,11.37,22.76,0.57,0.65,14.89,94.52,5.76,86.64,7.09,13.91,1.66,12.25,228.3,5.36,3.57,83
2021-04-12,376167.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,12,15.8,24.84,0.58,0.63,1.2,95.59,3.52,72.84,3.3,8.05,-1.25,9.3,355.8,6.57,4.33,83
2021-04-13,385559.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,13,21.36,25.12,0.57,0.61,0.0,95.72,3.35,72.88,2.73,8.97,-2.95,11.92,7.6,5.07,3.25,83
2021-04-14,385220.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,14,23.69,25.11,0.57,0.61,0.0,95.45,3.11,71.76,2.04,9.07,-4.22,13.29,3.7,4.5,2.91,83
2021-04-15,387102.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,15,21.34,24.74,0.57,0.6,0.01,95.28,3.31,73.87,2.24,8.24,-3.35,11.59,2.8,4.79,3.14,83
2021-04-16,387186.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,16,15.22,24.06,0.56,0.6,0.21,95.07,3.5,75.99,2.35,6.91,-3.12,10.03,355.2,5.43,3.61,83
2021-04-17,346557.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,17,21.07,24.91,0.56,0.6,0.04,95.0,3.96,76.76,3.9,9.11,-1.77,10.88,352.9,5.8,3.86,83
2021-04-18,329038.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,18,12.58,23.34,0.56,0.59,0.18,95.06,4.65,79.97,5.5,10.58,0.18,10.4,348.3,4.84,3.15,83
2021-04-19,361067.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,19,21.88,25.22,0.55,0.59,0.06,94.98,5.17,79.51,7.23,12.38,2.68,9.7,2.8,3.74,2.41,83
2021-04-20,356915.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,20,22.37,24.75,0.55,0.59,2.1,94.68,5.43,75.99,8.41,13.68,2.24,11.44,18.4,1.59,0.99,83
2021-04-21,351532.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,21,11.95,23.35,0.56,0.63,5.43,94.72,6.0,82.01,8.72,13.01,4.45,8.56,165.3,2.44,1.48,83
2021-04-22,342216.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,22,21.71,24.55,0.56,0.6,0.42,95.06,6.13,78.96,9.86,15.94,4.24,11.7,24.7,2.39,1.49,83
2021-04-23,327183.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,23,25.24,25.35,0.55,0.58,0.0,95.35,5.5,67.79,10.77,17.9,2.68,15.22,12.5,2.23,1.39,83
2021-04-24,283752.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,24,24.64,25.77,0.55,0.58,0.0,95.2,6.51,67.08,13.09,20.19,5.57,14.62,185.6,3.12,1.86,83
2021-04-25,266923.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,25,21.09,24.72,0.54,0.57,0.32,94.83,7.16,70.55,13.74,20.12,6.0,14.12,149.9,1.97,1.2,83
2021-04-26,313683.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,26,8.97,23.12,0.54,0.58,1.62,94.25,6.97,83.58,10.37,12.2,8.62,3.58,173.6,2.04,1.27,83
2021-04-27,320632.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,27,18.28,24.49,0.54,0.57,0.63,93.78,6.25,68.57,12.44,18.25,6.21,12.04,321.2,2.12,1.35,83
2021-04-28,325617.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,28,10.09,25.98,0.54,0.59,3.75,93.79,7.14,83.37,10.79,14.49,7.05,7.44,215.6,3.24,1.99,83
2021-04-29,334624.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,29,11.68,25.96,0.54,0.6,4.28,94.1,6.54,84.63,9.42,13.95,5.91,8.04,337.6,1.66,0.99,83
2021-04-30,337719.0,Auvergne-Rhône-Alpes,Données définitives,2021,4,30,6.08,26.07,0.56,0.65,13.08,94.26,6.09,90.87,7.17,9.47,5.3,4.17,6.8,2.31,1.53,83
2021-05-01,302563.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,1,5.83,27.07,0.58,0.66,10.4,94.32,5.62,92.46,5.77,7.66,3.44,4.22,351.2,3.56,2.25,83
2021-05-02,301258.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,2,17.81,26.43,0.58,0.62,0.39,95.02,4.76,77.34,6.48,11.14,1.98,9.16,328.1,3.65,2.32,83
2021-05-03,342481.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,3,27.65,28.66,0.57,0.6,0.0,95.22,4.17,62.74,8.13,15.24,0.11,15.13,317.6,1.7,0.96,83
2021-05-04,339048.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,4,17.3,27.06,0.56,0.6,1.69,94.61,5.5,67.3,10.39,16.97,2.29,14.68,230.1,4.89,3.06,83
2021-05-05,339330.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,5,19.42,28.31,0.56,0.6,0.85,94.54,5.2,71.25,8.93,13.96,4.63,9.33,295.6,3.76,2.44,83
2021-05-06,357877.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,6,6.67,26.41,0.56,0.61,5.11,94.43,6.58,81.53,9.86,15.29,3.08,12.21,235.9,4.88,3.05,83
2021-05-07,336196.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,7,19.31,27.84,0.56,0.6,0.55,94.85,5.89,75.92,9.71,14.16,5.71,8.45,304.9,3.39,2.23,83
2021-05-08,284745.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,8,26.39,28.22,0.55,0.58,0.01,94.8,7.88,72.57,14.44,22.74,4.85,17.89,184.5,4.61,3.0,83
2021-05-09,260606.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,9,19.75,27.52,0.54,0.56,0.01,94.11,7.32,61.74,16.12,21.91,10.69,11.22,175.3,11.12,7.28,83
2021-05-10,316145.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,10,4.46,27.33,0.58,0.76,53.79,94.1,7.51,87.78,10.64,13.42,5.63,7.79,226.7,3.8,2.51,83
2021-05-11,330579.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,11,15.51,28.21,0.64,0.74,15.01,94.39,5.78,86.55,7.26,13.78,3.39,10.39,282.5,3.1,1.93,83
2021-05-12,326237.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,12,23.54,29.24,0.63,0.69,0.54,94.46,5.74,75.02,9.54,15.19,2.75,12.44,284.3,1.45,0.81,83
2021-05-13,292101.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,13,19.13,29.48,0.63,0.68,1.78,94.27,5.84,73.77,9.92,13.97,4.76,9.21,285.4,2.57,1.73,83
2021-05-14,301141.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,14,19.04,29.39,0.63,0.69,5.02,94.36,5.97,77.08,9.69,14.61,6.38,8.23,302.2,3.42,2.22,83
2021-05-15,296648.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,15,9.07,28.59,0.63,0.7,6.1,94.26,6.83,88.06,9.24,13.31,5.85,7.46,222.6,3.49,2.1,83
2021-05-16,288011.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,16,15.59,28.55,0.63,0.69,2.82,94.1,7.31,82.95,11.3,16.96,6.25,10.71,247.4,4.52,2.83,83
2021-05-17,327850.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,17,19.1,29.81,0.62,0.67,0.79,94.69,5.86,75.84,9.68,14.77,4.66,10.11,271.4,4.73,2.97,83
2021-05-18,341149.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,18,14.83,29.02,0.62,0.67,2.4,94.95,5.78,81.13,8.44,13.1,4.22,8.88,302.4,2.12,1.35,83
2021-05-19,343293.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,19,19.69,30.2,0.62,0.67,1.8,95.29,5.83,79.63,8.95,13.71,4.75,8.96,307.5,4.27,2.8,83
2021-05-20,333986.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,20,27.56,29.93,0.61,0.66,0.28,95.36,6.18,73.36,11.26,16.64,5.29,11.35,323.6,2.09,1.28,83
2021-05-21,325223.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,21,11.57,28.27,0.61,0.68,8.83,94.57,8.05,85.79,12.17,16.3,7.35,8.95,215.1,3.62,2.31,83
2021-05-22,286070.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,22,24.42,30.08,0.62,0.67,0.85,94.59,6.22,77.96,10.26,16.26,5.41,10.85,256.1,2.84,1.84,83
2021-05-23,267982.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,23,26.2,30.68,0.61,0.66,0.17,94.96,5.6,69.61,10.67,17.05,4.19,12.86,243.8,1.67,0.96,83
2021-05-24,288019.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,24,15.93,29.3,0.61,0.65,0.52,94.76,6.07,71.38,11.04,16.8,5.28,11.52,248.4,4.34,2.69,83
2021-05-25,328653.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,25,21.6,31.03,0.6,0.64,0.26,95.43,5.71,71.17,10.44,15.6,4.33,11.27,283.0,3.06,1.94,83
2021-05-26,324625.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,26,28.91,30.35,0.59,0.63,0.01,95.15,6.82,74.32,12.48,19.28,4.84,14.44,300.2,2.82,1.77,83
2021-05-27,318394.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,27,27.98,30.3,0.59,0.62,0.03,95.14,7.38,78.04,12.86,19.01,8.23,10.78,2.9,2.54,1.64,83
2021-05-28,310669.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,28,29.78,29.96,0.58,0.61,0.0,95.12,7.08,69.43,14.2,21.18,5.79,15.39,24.9,1.99,1.18,83
2021-05-29,270701.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,29,24.88,29.47,0.57,0.61,0.15,95.22,8.3,76.25,15.01,21.43,10.56,10.87,354.8,3.09,1.95,83
2021-05-30,256655.0,Auvergne-Rhône-Alpes,Données définitives,2021,5,30,28.32,29.55,0.56,0.6,0.02,95.16,7.27,71.51,14.1,19.97,7.33,12.64,350.0,3.01,1.88,83
